negative cs,positive cs,Difficolta,ground_truth,id,HD1,FHD,Study,id_xray,conf,ultconf,changes,AI,max_confidence,machineconfidence,ICI_local_0,ICI_local_1,ICI_local_prediction
0.9992,0.0008,3,0,11,1,1,HAM,11,3,3,0,1,0.9992,0.99847028,0.82,0.901,0.82
0.9992,0.0008,3,0,12,1,1,HAM,11,3,3,0,1,0.9992,0.99847028,0.82,0.901,0.82
0.9992,0.0008,3,0,13,1,1,HAM,11,4,3,0,1,0.9992,0.99847028,0.82,0.901,0.82
0.9992,0.0008,3,0,14,1,0,HAM,11,2,2,1,1,0.9992,0.99847028,0.82,0.901,0.82
0.9992,0.0008,3,0,15,1,0,HAM,11,3,4,1,1,0.9992,0.99847028,0.82,0.901,0.82
0.9992,0.0008,3,0,16,0,0,HAM,11,3,3,0,1,0.9992,0.99847028,0.82,0.901,0.82
0.8748,0.1252,3,0,1,1,1,HAM,12,3,4,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,2,1,1,HAM,12,4,4,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,3,1,1,HAM,12,3,3,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,4,1,1,HAM,12,2,2,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,5,1,1,HAM,12,4,4,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,6,1,1,HAM,12,2,2,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,7,1,1,HAM,12,2,4,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,8,1,1,HAM,12,3,3,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,9,1,1,HAM,12,4,4,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,10,1,1,HAM,12,4,3,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,11,1,1,HAM,12,3,3,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,12,1,1,HAM,12,2,2,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,13,1,1,HAM,12,2,3,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,14,1,1,HAM,12,2,2,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,15,1,1,HAM,12,3,4,0,1,0.8748,0.726617133,0.881,0.749,0.881
0.8748,0.1252,3,0,16,1,1,HAM,12,1,3,0,1,0.8748,0.726617133,0.881,0.749,0.881
