HD38,HD42,HD44,HD48,HD52,HD53,HD54,HD57,HD59,HD60,HD64,HD65,HD67,HD68,HD71,HD73,HD75,HD77,HD79,HD81,HD84,HD86,HD88,HD91,HD92,HD95,HD96,HD98,HD99,HD100,HD103,HD104,HD107,HD109,HD112,HD115,HD116,HD118,HD120,HD121
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
